lab_name,is_3d_printed,specimen_prep,specimen_length_mm,specimen_width_mm,specimen_height_mm,test_orientation,test_orientation_code,test_method_code,test_age_days,flexural_strength_mpa,n_specimens,density_hardened_kg_m3,measurement_confidence,doi,source_citation,provenance_notes,original_basis
RILEM TC 304-ADC participating lab 13,True,3d_printed,400.0,100.0,100.0,,,,30.0,9.11385,1,2188.425,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18855 (EXP_FLEX_13_a_spec_CWU3); mix prefix 13_a; full orientation W.U; 3-point bending; condition DEFAULT; source object C-F2. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,400.0,99.9,100.0,,,,30.0,9.068468468468469,1,2174.2992992992995,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18856 (EXP_FLEX_13_a_spec_CWU4); mix prefix 13_a; full orientation W.U; 3-point bending; condition DEFAULT; source object C-F2. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,400.0,100.0,100.0,,,,30.0,10.18575,1,2206.35,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18857 (EXP_FLEX_13_a_spec_CWU5); mix prefix 13_a; full orientation W.U; 3-point bending; condition DEFAULT; source object C-F2. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,160.0,40.0,39.9,,,,30.0,6.637835189477453,1,2212.9542606516293,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18793 (EXP_FLEX_13_a_spec_D1UW1); mix prefix 13_a; full orientation U.W; 3-point bending; condition DEV1; source object M. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,160.0,40.0,40.0,,,,30.0,6.02109375,1,2216.40625,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18794 (EXP_FLEX_13_a_spec_D1UW2); mix prefix 13_a; full orientation U.W; 3-point bending; condition DEV1; source object M. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,160.0,40.0,40.0,,,,30.0,6.19921875,1,2171.484375,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18795 (EXP_FLEX_13_a_spec_D1UW3); mix prefix 13_a; full orientation U.W; 3-point bending; condition DEV1; source object M. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,160.0,40.0,40.0,,,,30.0,7.30078125,1,2198.828125,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18796 (EXP_FLEX_13_a_spec_D1UW4); mix prefix 13_a; full orientation U.W; 3-point bending; condition DEV1; source object M. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,160.0,40.0,40.0,,,,30.0,6.70078125,1,2239.84375,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18797 (EXP_FLEX_13_a_spec_D1UW5); mix prefix 13_a; full orientation U.W; 3-point bending; condition DEV1; source object M. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,160.0,40.0,40.0,,,,30.0,9.0,1,2217.578125,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18798 (EXP_FLEX_13_a_spec_D1VU1); mix prefix 13_a; full orientation V.U; 3-point bending; condition DEV1; source object M. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,160.0,40.0,40.0,,,,30.0,10.09921875,1,2194.53125,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18799 (EXP_FLEX_13_a_spec_D1VU2); mix prefix 13_a; full orientation V.U; 3-point bending; condition DEV1; source object M. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,160.0,40.1,40.0,,,,30.0,9.67425187032419,1,2240.8821695760603,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18800 (EXP_FLEX_13_a_spec_D1VU3); mix prefix 13_a; full orientation V.U; 3-point bending; condition DEV1; source object M. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,160.0,40.0,40.0,,,,30.0,8.80078125,1,2206.640625,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18801 (EXP_FLEX_13_a_spec_D1VU4); mix prefix 13_a; full orientation V.U; 3-point bending; condition DEV1; source object M. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,160.0,40.0,40.0,,,,30.0,10.60078125,1,2182.421875,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18802 (EXP_FLEX_13_a_spec_D1VU5); mix prefix 13_a; full orientation V.U; 3-point bending; condition DEV1; source object M. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,160.0,40.0,40.0,,,,30.0,10.5046875,1,2237.109375,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18803 (EXP_FLEX_13_a_spec_D1WU1); mix prefix 13_a; full orientation W.U; 3-point bending; condition DEV1; source object M. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,160.0,40.0,40.0,,,,30.0,8.20078125,1,2183.59375,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18804 (EXP_FLEX_13_a_spec_D1WU2); mix prefix 13_a; full orientation W.U; 3-point bending; condition DEV1; source object M. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,160.0,40.0,40.0,,,,30.0,9.3,1,2163.671875,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18805 (EXP_FLEX_13_a_spec_D1WU3); mix prefix 13_a; full orientation W.U; 3-point bending; condition DEV1; source object M. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,160.0,40.0,40.0,,,,30.0,8.29921875,1,2231.640625,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18806 (EXP_FLEX_13_a_spec_D1WU4); mix prefix 13_a; full orientation W.U; 3-point bending; condition DEV1; source object M. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,160.0,40.0,40.0,,,,30.0,10.09921875,1,2202.734375,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18807 (EXP_FLEX_13_a_spec_D1WU5); mix prefix 13_a; full orientation W.U; 3-point bending; condition DEV1; source object M. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,160.0,40.0,40.0,,,,30.0,6.29765625,1,2050.0,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18813 (EXP_FLEX_13_a_spec_D2UW1); mix prefix 13_a; full orientation U.W; 3-point bending; condition DEV2; source object M. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,160.0,40.0,40.0,,,,30.0,5.59921875,1,2094.921875,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18814 (EXP_FLEX_13_a_spec_D2UW2); mix prefix 13_a; full orientation U.W; 3-point bending; condition DEV2; source object M. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,160.0,40.0,40.0,,,,30.0,7.1953125,1,2079.296875,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18815 (EXP_FLEX_13_a_spec_D2UW3); mix prefix 13_a; full orientation U.W; 3-point bending; condition DEV2; source object M. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,160.0,40.0,40.0,,,,30.0,5.50078125,1,2121.875,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18816 (EXP_FLEX_13_a_spec_D2UW4); mix prefix 13_a; full orientation U.W; 3-point bending; condition DEV2; source object M. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,160.0,40.0,39.9,,,,30.0,6.531837111575933,1,2115.0532581453635,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18817 (EXP_FLEX_13_a_spec_D2UW5); mix prefix 13_a; full orientation U.W; 3-point bending; condition DEV2; source object M. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,160.0,40.0,40.0,,,,30.0,8.29921875,1,2134.765625,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18818 (EXP_FLEX_13_a_spec_D2VU1); mix prefix 13_a; full orientation V.U; 3-point bending; condition DEV2; source object M. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,160.0,40.0,40.0,,,,30.0,10.30078125,1,2056.25,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18819 (EXP_FLEX_13_a_spec_D2VU2); mix prefix 13_a; full orientation V.U; 3-point bending; condition DEV2; source object M. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,160.0,40.0,40.0,,,,30.0,10.90078125,1,2131.25,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18820 (EXP_FLEX_13_a_spec_D2VU3); mix prefix 13_a; full orientation V.U; 3-point bending; condition DEV2; source object M. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,160.0,40.0,40.0,,,,30.0,9.10078125,1,2078.125,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18821 (EXP_FLEX_13_a_spec_D2VU4); mix prefix 13_a; full orientation V.U; 3-point bending; condition DEV2; source object M. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,160.0,40.0,40.0,,,,30.0,9.6046875,1,2050.390625,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18822 (EXP_FLEX_13_a_spec_D2VU5); mix prefix 13_a; full orientation V.U; 3-point bending; condition DEV2; source object M. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,160.0,40.0,40.0,,,,30.0,8.3953125,1,2072.265625,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18823 (EXP_FLEX_13_a_spec_D2WU1); mix prefix 13_a; full orientation W.U; 3-point bending; condition DEV2; source object M. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,160.0,40.0,40.0,,,,30.0,8.89921875,1,2113.28125,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18824 (EXP_FLEX_13_a_spec_D2WU2); mix prefix 13_a; full orientation W.U; 3-point bending; condition DEV2; source object M. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,160.0,40.0,40.0,,,,30.0,9.49921875,1,2089.0625,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18825 (EXP_FLEX_13_a_spec_D2WU3); mix prefix 13_a; full orientation W.U; 3-point bending; condition DEV2; source object M. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,160.0,40.0,40.1,,,,30.0,7.959372143208064,1,2060.8634663341645,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18826 (EXP_FLEX_13_a_spec_D2WU4); mix prefix 13_a; full orientation W.U; 3-point bending; condition DEV2; source object M. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,160.0,40.0,40.0,,,,30.0,9.19921875,1,2102.734375,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18827 (EXP_FLEX_13_a_spec_D2WU5); mix prefix 13_a; full orientation W.U; 3-point bending; condition DEV2; source object M. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,160.0,40.0,40.0,,,,30.0,7.79296875,1,2218.359375,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18773 (EXP_FLEX_13_a_spec_UW1); mix prefix 13_a; full orientation U.W; 3-point bending; condition DEFAULT; source object M. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,160.0,40.0,40.0,,,,30.0,6.19921875,1,2224.21875,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18774 (EXP_FLEX_13_a_spec_UW2); mix prefix 13_a; full orientation U.W; 3-point bending; condition DEFAULT; source object M. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,159.9,40.0,40.0,,,,30.0,8.09296875,1,2172.8424015009377,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18775 (EXP_FLEX_13_a_spec_UW3); mix prefix 13_a; full orientation U.W; 3-point bending; condition DEFAULT; source object M. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,160.0,40.0,39.9,,,,30.0,8.84495072267134,1,2190.632832080201,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18776 (EXP_FLEX_13_a_spec_UW4); mix prefix 13_a; full orientation U.W; 3-point bending; condition DEFAULT; source object M. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,160.0,40.0,40.0,,,,30.0,7.39921875,1,2203.125,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18777 (EXP_FLEX_13_a_spec_UW5); mix prefix 13_a; full orientation U.W; 3-point bending; condition DEFAULT; source object M. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,160.0,40.0,40.0,,,,30.0,11.4,1,2165.234375,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18778 (EXP_FLEX_13_a_spec_VU1); mix prefix 13_a; full orientation V.U; 3-point bending; condition DEFAULT; source object M. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,160.0,40.0,40.0,,,,30.0,11.7984375,1,2243.75,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18779 (EXP_FLEX_13_a_spec_VU2); mix prefix 13_a; full orientation V.U; 3-point bending; condition DEFAULT; source object M. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,160.0,40.0,40.0,,,,30.0,8.29921875,1,2155.859375,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18780 (EXP_FLEX_13_a_spec_VU3); mix prefix 13_a; full orientation V.U; 3-point bending; condition DEFAULT; source object M. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,160.0,40.0,39.9,,,,30.0,10.149904837281174,1,2182.8007518796994,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18781 (EXP_FLEX_13_a_spec_VU4); mix prefix 13_a; full orientation V.U; 3-point bending; condition DEFAULT; source object M. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,160.0,40.0,40.0,,,,30.0,10.5984375,1,2178.515625,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18782 (EXP_FLEX_13_a_spec_VU5); mix prefix 13_a; full orientation V.U; 3-point bending; condition DEFAULT; source object M. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,160.0,40.0,40.0,,,,30.0,10.60078125,1,2196.875,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18783 (EXP_FLEX_13_a_spec_WU1); mix prefix 13_a; full orientation W.U; 3-point bending; condition DEFAULT; source object M. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,160.0,40.0,40.0,,,,30.0,9.6,1,2235.9375,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18784 (EXP_FLEX_13_a_spec_WU2); mix prefix 13_a; full orientation W.U; 3-point bending; condition DEFAULT; source object M. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,160.0,40.0,40.0,,,,30.0,11.29921875,1,2248.828125,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18785 (EXP_FLEX_13_a_spec_WU3); mix prefix 13_a; full orientation W.U; 3-point bending; condition DEFAULT; source object M. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,159.9,40.0,40.0,,,,30.0,9.0140625,1,2243.198874296435,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18786 (EXP_FLEX_13_a_spec_WU4); mix prefix 13_a; full orientation W.U; 3-point bending; condition DEFAULT; source object M. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 13,True,3d_printed,160.0,40.0,40.0,,,,30.0,10.5,1,2175.390625,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 18787 (EXP_FLEX_13_a_spec_WU5); mix prefix 13_a; full orientation W.U; 3-point bending; condition DEFAULT; source object M. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 19,False,cast,162.82,40.4,40.23,cast,CAST,,29.0,18.761949565024917,1,2246.3813717915327,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 22208 (EXP_FLEX_19_a_spec_103); mix prefix 19_a; full orientation CAST; 3-point bending; condition DEFAULT; source object cast FLEX1. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 19,False,cast,162.59,40.78,40.44,cast,CAST,,29.0,22.814787479975948,1,2238.319527754865,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 22209 (EXP_FLEX_19_a_spec_104); mix prefix 19_a; full orientation CAST; 3-point bending; condition DEFAULT; source object cast FLEX1. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 19,False,cast,162.41,40.41,40.29,cast,CAST,,29.0,19.888769005026333,1,2272.5726430477403,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 22210 (EXP_FLEX_19_a_spec_105); mix prefix 19_a; full orientation CAST; 3-point bending; condition DEFAULT; source object cast FLEX1. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
RILEM TC 304-ADC participating lab 19,False,cast,161.0,40.47,40.22,cast,CAST,,29.0,20.33996130196758,1,2206.2102349980455,measured,10.5281/zenodo.12200570,"RILEM TC 304-ADC ILS-mech (2024), DOI 10.5281/zenodo.12200570","Source specimen 22211 (EXP_FLEX_19_a_spec_106); mix prefix 19_a; full orientation CAST; 3-point bending; condition DEFAULT; source object cast FLEX1. One specimen, not an average. Full context: provenance.csv keyed by sample_id. Unrecognized optional units remain only in the ledger. No X/Y/Z projection, guessed material/print join, effect or uncertainty estimate.",
